Organization,Category,Mission/Goals,Service Area (Region),County,Also Serving,Region,Website,Contact Person,Email,Phone
Reach For A Star @ Morgan Elementary,School Age Program,It is an after school program targeting students needing both care and academic support. We are able to assist all parent requests through this program.,Harrison county residents,Harrison,n/a,10,www.nhcs.k12.in.us,Heather Richard,brcclcpc@brsinc.org,(812) 738-4971
Reach For A Star @ North Harrison Elementary,School Age Program,It is an after school program targeting students needing both care and academic support. We are able to assist all parent requests through this program.,Harrison county residents,Harrison,n/a,10,www.nhcs.k12.in.us,Heather Richard,brcclcpc@brsinc.org,(812) 738-4971
Restoration After Care,School Age Program,"The program is a program offered to parent to care for their children on the school property to offer a service of loving child care with homework help, snacks, and outside activities to benefit their children.","Clark, Floyd, Harrison, Scott county residents",Clark,"Floyd, Harrison, Scott",10,Restorationchristian.org,Julie Paro,info@restorationchristian.org,(812) 246-2776
Salvation Army Kids Academy,School Age Program,Not provided,Floyd county residents,Floyd,n/a,10,Not Readily Available,Kelly Saydera,Not Readily Available,(812) 944-1018
"Stay & Play Childcare, Inc @ Borden Elementary",School Age Program,"We are located in the school building and provide the after school program for 20yrs now. We also provide care during fall, Christmas, spring, and summer break.",Clark county residents,Clark,n/a,10,Not Readily Available,Teresa Porter,snpdaycare@yahoo.com,(812) 725-2789
Sunshine Kids Child Care I,School Age Program,Not provided,Scott county residents,Scott,n/a,10,Not Readily Available,Carol Shepherd,scottcogrma@c3bb.com,(812) 889-2923
The Austin Learning Center,School Age Program,"The Austin Learning Center offers meals, homework/tutoring, and enrichment activities. We serve a high poverty/low income community. We focus on offering our students the same opportunities afforded to children of other socioeconomic backgrounds.",Scott county residents,Scott,n/a,10,https://sites.google.com/a/scsd1.com/austin-learning-center123/home,Michelle Watts,michelle.watts@scsd1.com,(812) 794-8748
Where Kids Count Child Care II,School Age Program,Not provided,Floyd county residents,Floyd,n/a,10,Not Readily Available,Mary Rudolph,wherekidscountchildcare@insightbb.com,(812) 927-6162
YMCA of Harrison County,School Age Program,"After School Care is available to youth who attend the following schools:Corydon Elementary, Corydon Intermediate, Heth Washington Elementary, New Middletown Elementary, Lanesville Elementary, Morgan Elementary, North Harrison Elementary. Children will be transported from school to the YMCA. We follow the South Harrison Community School Corporation's Calendar. Students attending on Fridays should bring their swimsuit and a towel for swimming. a schedule for the semester and a parent handbook will be given at registration.Camp is a nurturing, fun environment for children to learn, grow and develop social skills. At the Y, each child is able to cultivate the values, skills an relationships that lead to positive behaviors, better health and educational achievement without even knowing they are doing it. Day Camp is offered as Spring Break Day Camp, Summer Day Camp, Fall Day Camp, Winter Day Camp and Snow Day Day Camp.",Harrison county residents,Harrison,n/a,10,ymcaharrison.org,Donna Schulze,dschulze@ymcaharrison.org,(812) 734-0770
YMCA of Southern Indiana - Camp Honor Bright - Summer Camp,School Age Program,"Summer day camp full of activities including traditional outdoor experience with crafts, games, hiking, nature, archery, forts, and much more.","Clark, Floyd county residents",Clark,Floyd,10,http://www.ymcasi.org,Meredith Clipp-Rodriquez,mclipp@ymcasi.org,(812) 283-9622
Rainbow's End Child Care Center,Child Care Center,"Character building, homework help, cooperative programming.","Harrison, Crawford county residents",Harrison,Crawford,10,Not Readily Available,Brandy Armstrong,brccgen1@brsinc.org,(812) 738-1979
West Clark Community Schools,School Discticts /Corporations,,,Clark,,10,,,,
Clarksville Com School Corp,School Discticts /Corporations,,,Clark,,10,,,,
Greater Clark County Schools,School Discticts /Corporations,,,Clark,,10,,,,
Crawford Co Com School Corp,School Discticts /Corporations,,,Crawford,,10,,,,
New Albany-Floyd Co Con Sch,School Discticts /Corporations,,,Floyd,,10,,,,
Lanesville Community School Corp,School Discticts /Corporations,,,Harrison,,10,,,,
North Harrison Com School Corp,School Discticts /Corporations,,,Harrison,,10,,,,
South Harrison Com Schools,School Discticts /Corporations,,,Harrison,,10,,,,
Scott County School District 1,School Discticts /Corporations,,,Scott,,10,,,,
Scott County School District 2,School Discticts /Corporations,,,Scott,,10,,,,
Salem Community Schools,School Discticts /Corporations,,,Washington,,10,,,,
East Washington School Corp,School Discticts /Corporations,,,Washington,,10,,,,
West Washington School Corp,School Discticts /Corporations,,,Washington,,10,,,,
Bosse High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Evansville Vanderburgh School Corporation,Vanderburgh,n/a,11,http://www.edlinesites.net/pages/Benjamin_Bosse_High_School ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
Central High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Evansville Vanderburgh School Corporation,Vanderburgh,n/a,11,http://www.edlinesites.net/pages/EVSC_CentralHS ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
Community Action Program of Evansville & Vanderburgh,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","7 locations in Evansville, 1 location in Francisco, 2 locations in Mount Vernon, 1 location in Poseyville, 2 locations in Priceton",Vanderburgh,"Gibson, Posey",11,www.capeevansville.org ,Not Readily Available,weathers@capeevansville.org,(812) 425-4241
Evansville Harrison High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Evansville Vanderburgh School Corporation,Vanderburgh,n/a,11,http://www.edlinesites.net/pages/EVSC_HarrisonHS ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
Gibson Southern High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",South Gibson School Corporation,Gibson,n/a,11,http://www.sgibson.k12.in.us/gshs_new/gshs_index.htm ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
LINCOLN HILLS DEVELOPMENT CORPORATION,Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","2 locations in Corydon, 1 location in Dale, 1 location in English, 1 location in Leopold, 1 location in Marengo, 1 location in Rockport, 2 locations in Tell City",Perry,"Harrison, Spencer, Crawford, Parke",11,http://www.lhdc.org ,Not Readily Available,jan@lhdc.org,(812) 547-4850 x117
"Pace Community Action Agency, Inc.",Head Start,"Head Start promotes school preparation by enhancing the social and cognitive development of children through the provision of educational, health, nutritional, social and other services.","1 location in Bicknell, 1 location in Bloomfield, 1 location in Carlisle, 1 location in Elnora, 1 location in Linton, 2 locations in Vincennes, 1 location in Washington",Knox,"Greene, Sullivan, Daviess",11,http://www.pacecaa.org ,Not Readily Available,bproctor@pacecaa.org,(812) 882-7927
Patoka Valley Career & Technical Cooperative,CTE Center,Not readily available.,"School Corporations : #2120 Jasper, #6445 Pike County, #2040 Northeast Dubois, #2100 Southeast Dubois, #2110 Southwest Dubois, #7385 North Spencer, #2725 East Gibson",Dubois,"Pike, Spencer, Gibson",11,http://patokavalleycooperative.blogspot.com/,Glenn Weil,gweil@gjcs.k12.in.us,812-482-7662
Perry County Career and Technical Cooperative,CTE Center,Not readily available.,"School Corporations : #6350 Tell City, #6325 Perry Central, #6340 Cannelton",Dubois,Perry,11,http://perrycountycooperative.blogspot.com,Glenn Weil,gweil@gjcs.k12.in.us,812-482-7662
Pike Central High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",Pike County School Corporation,Pike,n/a,11,http://www.pcsc.k12.in.us/pchs/ ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
Princeton High School,JAG,"Jobs for America's Graduates (JAG) is a state-based national non-profit organizatoin dedicated to preventing dropouts among young people who are most at-risk. JAG helps young people stay in school through graduation, pursue postsecondary education and secure quality entry-level jobs leading to career advancement opportunities.",North Gibson School Corporation,Gibson,n/a,11,http://ngsc.pchs.schoolfusion.us/ ,Jennifer Smith,jsmith@workonesouthwest.org,270-293-2461
Southern Indiana Career and Technical Center,CTE Center,Vision: Excellence in student achievement. Mission: Student excellence through applied knowledge and partnerships.,"School Corporations : #7995 Evansville, #2735 N. Gibson, #2765 South Gibson, #6590 Mt.Vernon, #6600 North Posey, #8130 Warrick County, #7445 South Spencer County",Vanderburgh,"Spencer, Gibson, Posey, Warrick",11,www.sictc.com,Dan Ulrich,daniel.ulrich@evsc.k12.in.us,812-435-8436
